puntuacion,puesto,golesAF,golesEC,partidosGanados,partidosPerdidos,equipo,temporada,división
36,8,29,26,10,8,Alcorcón,2016,2ª
33,9,26,23,8,7,Valladolid,2016,2ª
33,10,26,28,7,5,Lugo,2016,2ª
30,11,31,30,6,6,Numancia,2016,2ª
30,12,29,32,7,8,Tenerife,2016,2ª
30,13,26,22,7,8,Girona,2016,2ª
27,14,24,28,7,11,Ponferradina,2016,2ª
26,15,24,28,5,8,Huesca,2016,2ª
26,16,20,25,6,10,Mallorca,2016,2ª
25,17,26,34,6,11,Albacete,2016,2ª
22,18,24,33,4,10,Almería,2016,2ª
18,19,14,27,4,14,Ath. Bilbao B,2016,2ª
