"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
2,1,"Rayo Vallecano","Málaga B","2ª",2004,14
3,3,"Elche","Almería","2ª",2004,14
1,3,"Leganés","Sporting Gijón","2ª",2004,14
2,1,"Numancia","Tenerife","2ª",2004,14
1,3,"Granada 74","Éibar","2ª",2004,14
2,0,"Salamanca","Las Palmas","2ª",2004,15
1,1,"Córdoba","Levante","2ª",2004,15
0,0,"Rec. Huelva","Xerez","2ª",2004,15
0,1,"Algeciras","Ejido","2ª",2004,15
0,1,"Alavés","Terrassa","2ª",2004,15
3,1,"Getafe","Rayo Vallecano","2ª",2004,15
1,1,"Málaga B","Elche","2ª",2004,15
1,3,"Almería","Leganés","2ª",2004,15
1,0,"Sporting Gijón","Numancia","2ª",2004,15
1,1,"Tenerife","Granada 74","2ª",2004,15
0,0,"Cádiz","Éibar","2ª",2004,15
0,2,"Las Palmas","Cádiz","2ª",2004,16
2,1,"Levante","Salamanca","2ª",2004,16
0,0,"Xerez","Córdoba","2ª",2004,16
2,0,"Ejido","Rec. Huelva","2ª",2004,16
0,0,"Terrassa","Algeciras","2ª",2004,16
1,2,"Rayo Vallecano","Alavés","2ª",2004,16
1,1,"Elche","Getafe","2ª",2004,16
2,1,"Leganés","Málaga B","2ª",2004,16
0,0,"Numancia","Almería","2ª",2004,16
3,2,"Granada 74","Sporting Gijón","2ª",2004,16
0,0,"Éibar","Tenerife","2ª",2004,16
1,2,"Las Palmas","Levante","2ª",2004,17
2,2,"Salamanca","Xerez","2ª",2004,17
1,0,"Córdoba","Ejido","2ª",2004,17
1,2,"Rec. Huelva","Terrassa","2ª",2004,17
1,1,"Algeciras","Rayo Vallecano","2ª",2004,17
2,1,"Alavés","Elche","2ª",2004,17
3,1,"Getafe","Leganés","2ª",2004,17
0,2,"Málaga B","Numancia","2ª",2004,17
2,3,"Almería","Granada 74","2ª",2004,17
1,0,"Sporting Gijón","Éibar","2ª",2004,17
4,1,"Cádiz","Tenerife","2ª",2004,17
2,1,"Levante","Cádiz","2ª",2004,18
4,4,"Xerez","Las Palmas","2ª",2004,18
1,3,"Ejido","Salamanca","2ª",2004,18
1,0,"Terrassa","Córdoba","2ª",2004,18
1,2,"Rayo Vallecano","Rec. Huelva","2ª",2004,18
3,2,"Elche","Algeciras","2ª",2004,18
0,0,"Leganés","Alavés","2ª",2004,18
0,0,"Numancia","Getafe","2ª",2004,18
3,1,"Granada 74","Málaga B","2ª",2004,18
1,0,"Éibar","Almería","2ª",2004,18
0,1,"Tenerife","Sporting Gijón","2ª",2004,18
0,1,"Levante","Xerez","2ª",2004,19
0,0,"Las Palmas","Ejido","2ª",2004,19
2,3,"Salamanca","Terrassa","2ª",2004,19
2,3,"Córdoba","Rayo Vallecano","2ª",2004,19
3,0,"Rec. Huelva","Elche","2ª",2004,19
1,2,"Algeciras","Leganés","2ª",2004,19
1,1,"Alavés","Numancia","2ª",2004,19
2,2,"Getafe","Granada 74","2ª",2004,19
1,0,"Málaga B","Éibar","2ª",2004,19
0,0,"Almería","Tenerife","2ª",2004,19
0,1,"Cádiz","Sporting Gijón","2ª",2004,19
2,2,"Cádiz","Xerez","2ª",2004,20
1,0,"Ejido","Levante","2ª",2004,20
2,2,"Terrassa","Las Palmas","2ª",2004,20
1,1,"Rayo Vallecano","Salamanca","2ª",2004,20
1,1,"Elche","Córdoba","2ª",2004,20
0,2,"Leganés","Rec. Huelva","2ª",2004,20
0,1,"Numancia","Algeciras","2ª",2004,20
0,1,"Granada 74","Alavés","2ª",2004,20
2,0,"Éibar","Getafe","2ª",2004,20
0,1,"Tenerife","Málaga B","2ª",2004,20
2,0,"Sporting Gijón","Almería","2ª",2004,20
1,0,"Xerez","Ejido","2ª",2004,21
2,1,"Levante","Terrassa","2ª",2004,21
1,0,"Las Palmas","Rayo Vallecano","2ª",2004,21
3,0,"Salamanca","Elche","2ª",2004,21
1,3,"Córdoba","Leganés","2ª",2004,21
2,0,"Rec. Huelva","Numancia","2ª",2004,21
2,0,"Algeciras","Granada 74","2ª",2004,21
0,2,"Alavés","Éibar","2ª",2004,21
1,0,"Getafe","Tenerife","2ª",2004,21
0,0,"Málaga B","Sporting Gijón","2ª",2004,21
1,2,"Almería","Cádiz","2ª",2004,21
2,2,"Málaga B","Almería","2ª",2004,22
0,2,"Getafe","Sporting Gijón","2ª",2004,22
0,0,"Alavés","Tenerife","2ª",2004,22
2,2,"Algeciras","Éibar","2ª",2004,22
1,1,"Rec. Huelva","Granada 74","2ª",2004,22
0,0,"Córdoba","Numancia","2ª",2004,22
3,1,"Salamanca","Leganés","2ª",2004,22
1,2,"Las Palmas","Elche","2ª",2004,22
3,1,"Levante","Rayo Vallecano","2ª",2004,22
0,1,"Xerez","Terrassa","2ª",2004,22
1,0,"Ejido","Cádiz","2ª",2004,22
0,1,"Cádiz","Málaga B","2ª",2004,23
0,1,"Almería","Getafe","2ª",2004,23
2,0,"Sporting Gijón","Alavés","2ª",2004,23
0,0,"Tenerife","Algeciras","2ª",2004,23
1,1,"Éibar","Rec. Huelva","2ª",2004,23
1,2,"Granada 74","Córdoba","2ª",2004,23
0,0,"Numancia","Salamanca","2ª",2004,23
0,2,"Leganés","Las Palmas","2ª",2004,23
1,0,"Elche","Levante","2ª",2004,23
2,1,"Rayo Vallecano","Xerez","2ª",2004,23
2,0,"Terrassa","Ejido","2ª",2004,23
2,1,"Getafe","Málaga B","2ª",2004,24
2,0,"Alavés","Almería","2ª",2004,24
0,3,"Algeciras","Sporting Gijón","2ª",2004,24
0,0,"Rec. Huelva","Tenerife","2ª",2004,24
1,0,"Córdoba","Éibar","2ª",2004,24
1,2,"Salamanca","Granada 74","2ª",2004,24
2,1,"Las Palmas","Numancia","2ª",2004,24
1,0,"Levante","Leganés","2ª",2004,24
2,1,"Xerez","Elche","2ª",2004,24
1,0,"Ejido","Rayo Vallecano","2ª",2004,24
1,0,"Terrassa","Cádiz","2ª",2004,24
2,1,"Castellón","Valladolid","2ª",2007,38
2,0,"Hércules","Xerez","2ª",2007,38
2,1,"Alavés","Ejido","2ª",2007,38
2,2,"Albacete","Granada 74","2ª",2007,38
3,0,"Numancia","Las Palmas","2ª",2007,38
2,1,"Sporting Gijón","Salamanca","2ª",2007,38
2,3,"Salamanca","Vecindario","2ª",2007,39
2,3,"Real Madrid B","Tenerife","2ª",2007,39
1,2,"Málaga","Murcia","2ª",2007,39
1,2,"Elche","Almería","2ª",2007,39
1,3,"Ponferradina","Cádiz","2ª",2007,39
0,4,"Lorca","Castellón","2ª",2007,39
0,1,"Valladolid","Hércules","2ª",2007,39
0,2,"Xerez","Alavés","2ª",2007,39
1,0,"Ejido","Albacete","2ª",2007,39
1,0,"Granada 74","Numancia","2ª",2007,39
3,1,"Las Palmas","Sporting Gijón","2ª",2007,39
0,2,"Tenerife","Vecindario","2ª",2007,40
2,2,"Murcia","Real Madrid B","2ª",2007,40
2,2,"Almería","Málaga","2ª",2007,40
3,1,"Cádiz","Elche","2ª",2007,40
4,0,"Castellón","Ponferradina","2ª",2007,40
1,1,"Hércules","Lorca","2ª",2007,40
1,2,"Alavés","Valladolid","2ª",2007,40
0,0,"Albacete","Xerez","2ª",2007,40
3,1,"Numancia","Ejido","2ª",2007,40
4,3,"Sporting Gijón","Granada 74","2ª",2007,40
2,2,"Las Palmas","Salamanca","2ª",2007,40
1,0,"Tenerife","Salamanca","2ª",2007,41
1,1,"Vecindario","Murcia","2ª",2007,41
3,1,"Real Madrid B","Almería","2ª",2007,41
1,1,"Málaga","Cádiz","2ª",2007,41
1,0,"Elche","Castellón","2ª",2007,41
4,1,"Ponferradina","Hércules","2ª",2007,41
1,2,"Lorca","Alavés","2ª",2007,41
4,2,"Valladolid","Albacete","2ª",2007,41
1,1,"Xerez","Numancia","2ª",2007,41
4,1,"Ejido","Sporting Gijón","2ª",2007,41
4,2,"Granada 74","Las Palmas","2ª",2007,41
1,4,"Murcia","Tenerife","2ª",2007,42
3,0,"Almería","Vecindario","2ª",2007,42
3,3,"Cádiz","Real Madrid B","2ª",2007,42
0,1,"Castellón","Málaga","2ª",2007,42
0,2,"Hércules","Elche","2ª",2007,42
1,2,"Alavés","Ponferradina","2ª",2007,42
1,0,"Albacete","Lorca","2ª",2007,42
1,2,"Numancia","Valladolid","2ª",2007,42
2,1,"Sporting Gijón","Xerez","2ª",2007,42
0,2,"Las Palmas","Ejido","2ª",2007,42
1,0,"Salamanca","Granada 74","2ª",2007,42
0,0,"Ath. Bilbao","Osasuna","1ª",2008,1
0,0,"Rac. Santander","Barcelona","1ª",2008,1
2,1,"Murcia","Zaragoza","1ª",2008,1
3,0,"Mallorca","Levante","1ª",2008,1
2,1,"Real Madrid","At. Madrid","1ª",2008,1
0,3,"Valencia","Villarreal","1ª",2008,1
0,3,"Dptivo. Coruña","Almería","1ª",2008,1
0,1,"Espanyol","Valladolid","1ª",2008,1
1,1,"Rec. Huelva","Betis","1ª",2008,1
4,1,"Sevilla","Getafe","1ª",2008,1
1,1,"Osasuna","Sevilla","1ª",2008,2
3,1,"Barcelona","Ath. Bilbao","1ª",2008,2
1,1,"Zaragoza","Rac. Santander","1ª",2008,2
0,0,"Levante","Murcia","1ª",2008,2
1,1,"At. Madrid","Mallorca","1ª",2008,2
0,5,"Villarreal","Real Madrid","1ª",2008,2
1,2,"Almería","Valencia","1ª",2008,2
2,2,"Valladolid","Dptivo. Coruña","1ª",2008,2
2,2,"Betis","Espanyol","1ª",2008,2
1,1,"Getafe","Rec. Huelva","1ª",2008,2
0,0,"Osasuna","Barcelona","1ª",2008,3
1,1,"Ath. Bilbao","Zaragoza","1ª",2008,3
1,0,"Rac. Santander","Levante","1ª",2008,3
1,1,"Murcia","At. Madrid","1ª",2008,3
0,1,"Mallorca","Villarreal","1ª",2008,3
3,1,"Real Madrid","Almería","1ª",2008,3
2,1,"Valencia","Valladolid","1ª",2008,3
1,0,"Dptivo. Coruña","Betis","1ª",2008,3
1,0,"Espanyol","Getafe","1ª",2008,3
4,1,"Sevilla","Rec. Huelva","1ª",2008,3
2,1,"Barcelona","Sevilla","1ª",2008,4
2,1,"Zaragoza","Osasuna","1ª",2008,4
1,2,"Levante","Ath. Bilbao","1ª",2008,4
4,0,"At. Madrid","Rac. Santander","1ª",2008,4
2,0,"Villarreal","Murcia","1ª",2008,4
1,1,"Almería","Mallorca","1ª",2008,4
1,1,"Valladolid","Real Madrid","1ª",2008,4
1,2,"Betis","Valencia","1ª",2008,4
0,0,"Getafe","Dptivo. Coruña","1ª",2008,4
2,1,"Rec. Huelva","Espanyol","1ª",2008,4
4,1,"Barcelona","Zaragoza","1ª",2008,5
4,1,"Osasuna","Levante","1ª",2008,5
0,2,"Ath. Bilbao","At. Madrid","1ª",2008,5
0,2,"Rac. Santander","Villarreal","1ª",2008,5
0,1,"Murcia","Almería","1ª",2008,5
4,2,"Mallorca","Valladolid","1ª",2008,5
2,0,"Real Madrid","Betis","1ª",2008,5
2,1,"Valencia","Getafe","1ª",2008,5
0,2,"Dptivo. Coruña","Rec. Huelva","1ª",2008,5
2,3,"Sevilla","Espanyol","1ª",2008,5
2,0,"Zaragoza","Sevilla","1ª",2008,6
1,4,"Levante","Barcelona","1ª",2008,6
2,0,"At. Madrid","Osasuna","1ª",2008,6
1,0,"Villarreal","Ath. Bilbao","1ª",2008,6
0,1,"Almería","Rac. Santander","1ª",2008,6
1,4,"Valladolid","Murcia","1ª",2008,6
3,0,"Betis","Mallorca","1ª",2008,6
0,1,"Getafe","Real Madrid","1ª",2008,6
0,1,"Rec. Huelva","Valencia","1ª",2008,6
1,0,"Espanyol","Dptivo. Coruña","1ª",2008,6
3,0,"Zaragoza","Levante","1ª",2008,7
3,0,"Barcelona","At. Madrid","1ª",2008,7
3,2,"Osasuna","Villarreal","1ª",2008,7
1,1,"Ath. Bilbao","Almería","1ª",2008,7
2,0,"Rac. Santander","Valladolid","1ª",2008,7
0,0,"Murcia","Betis","1ª",2008,7
4,2,"Mallorca","Getafe","1ª",2008,7
2,0,"Real Madrid","Rec. Huelva","1ª",2008,7
1,2,"Valencia","Espanyol","1ª",2008,7
0,1,"Sevilla","Dptivo. Coruña","1ª",2008,7
0,2,"Levante","Sevilla","1ª",2008,8
4,0,"At. Madrid","Zaragoza","1ª",2008,8
3,1,"Villarreal","Barcelona","1ª",2008,8
2,0,"Almería","Osasuna","1ª",2008,8
1,2,"Valladolid","Ath. Bilbao","1ª",2008,8
1,1,"Betis","Rac. Santander","1ª",2008,8
2,0,"Getafe","Murcia","1ª",2008,8
0,2,"Rec. Huelva","Mallorca","1ª",2008,8
