"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
2,1,"Villarreal","Lleida","2ª",1996,13
1,2,"Toledo","Marbella","2ª",1996,13
1,0,"Real Madrid B","Sestao","2ª",1996,13
2,1,"Éibar","Real Madrid B","2ª",1996,14
3,0,"Mallorca","Badajoz","2ª",1996,14
3,4,"Barcelona B","Ath. Bilbao B","2ª",1996,14
1,0,"Hércules","Extremadura","2ª",1996,14
0,2,"Getafe","Alavés","2ª",1996,14
5,3,"Osasuna","Logroñés","2ª",1996,14
1,2,"Écija","Leganés","2ª",1996,14
1,1,"Lleida","Almería","2ª",1996,14
0,2,"Marbella","Villarreal","2ª",1996,14
0,1,"Sestao","Toledo","2ª",1996,14
0,1,"Éibar","Mallorca","2ª",1996,15
2,1,"Badajoz","Barcelona B","2ª",1996,15
4,1,"Ath. Bilbao B","Hércules","2ª",1996,15
1,1,"Extremadura","Getafe","2ª",1996,15
1,0,"Alavés","Osasuna","2ª",1996,15
3,0,"Logroñés","Écija","2ª",1996,15
1,1,"Leganés","Lleida","2ª",1996,15
2,3,"Almería","Marbella","2ª",1996,15
2,0,"Villarreal","Sestao","2ª",1996,15
0,0,"Real Madrid B","Toledo","2ª",1996,15
0,0,"Mallorca","Real Madrid B","2ª",1996,16
0,0,"Barcelona B","Éibar","2ª",1996,16
1,0,"Hércules","Badajoz","2ª",1996,16
1,2,"Getafe","Ath. Bilbao B","2ª",1996,16
0,0,"Osasuna","Extremadura","2ª",1996,16
2,2,"Écija","Alavés","2ª",1996,16
2,0,"Lleida","Logroñés","2ª",1996,16
1,2,"Marbella","Leganés","2ª",1996,16
0,4,"Sestao","Almería","2ª",1996,16
1,0,"Toledo","Villarreal","2ª",1996,16
3,0,"Mallorca","Barcelona B","2ª",1996,17
0,0,"Éibar","Hércules","2ª",1996,17
2,0,"Badajoz","Getafe","2ª",1996,17
1,2,"Ath. Bilbao B","Osasuna","2ª",1996,17
0,0,"Extremadura","Écija","2ª",1996,17
1,0,"Alavés","Lleida","2ª",1996,17
2,0,"Logroñés","Marbella","2ª",1996,17
0,0,"Compostela","Celta","1ª",1998,17
0,0,"Compostela","Dptivo. Coruña","1ª",1998,18
0,3,"Sporting Gijón","Valencia","1ª",1998,18
0,0,"Tenerife","Real Sociedad","1ª",1998,18
1,0,"Mallorca","Salamanca","1ª",1998,18
3,1,"Barcelona","At. Madrid","1ª",1998,18
2,0,"Rac. Santander","Betis","1ª",1998,18
2,1,"Real Madrid","Espanyol","1ª",1998,18
4,0,"Valladolid","Zaragoza","1ª",1998,18
5,1,"Ath. Bilbao","Mérida","1ª",1998,18
3,0,"Celta","Oviedo","1ª",1998,18
2,1,"Dptivo. Coruña","Sporting Gijón","1ª",1998,19
1,2,"Valencia","Tenerife","1ª",1998,19
1,0,"Real Sociedad","Mallorca","1ª",1998,19
4,3,"Salamanca","Barcelona","1ª",1998,19
2,1,"At. Madrid","Rac. Santander","1ª",1998,19
3,2,"Betis","Real Madrid","1ª",1998,19
2,0,"Espanyol","Valladolid","1ª",1998,19
1,1,"Zaragoza","Ath. Bilbao","1ª",1998,19
4,0,"Mérida","Celta","1ª",1998,19
1,1,"Oviedo","Compostela","1ª",1998,19
2,1,"Mérida","Oviedo","1ª",1998,20
1,0,"Zaragoza","Celta","1ª",1998,20
0,1,"Espanyol","Ath. Bilbao","1ª",1998,20
3,0,"Betis","Valladolid","1ª",1998,20
1,1,"At. Madrid","Real Madrid","1ª",1998,20
0,0,"Salamanca","Rac. Santander","1ª",1998,20
2,2,"Real Sociedad","Barcelona","1ª",1998,20
0,0,"Valencia","Mallorca","1ª",1998,20
1,0,"Dptivo. Coruña","Tenerife","1ª",1998,20
0,2,"Sporting Gijón","Compostela","1ª",1998,20
3,0,"Compostela","Mérida","1ª",1998,21
3,0,"Oviedo","Zaragoza","1ª",1998,21
1,0,"Celta","Espanyol","1ª",1998,21
0,0,"Ath. Bilbao","Betis","1ª",1998,21
2,1,"Valladolid","At. Madrid","1ª",1998,21
1,0,"Real Madrid","Salamanca","1ª",1998,21
3,1,"Rac. Santander","Real Sociedad","1ª",1998,21
3,4,"Barcelona","Valencia","1ª",1998,21
0,0,"Mallorca","Dptivo. Coruña","1ª",1998,21
2,1,"Tenerife","Sporting Gijón","1ª",1998,21
1,1,"Zaragoza","Mérida","1ª",1998,22
0,0,"Espanyol","Oviedo","1ª",1998,22
2,0,"Betis","Celta","1ª",1998,22
3,0,"At. Madrid","Ath. Bilbao","1ª",1998,22
1,0,"Salamanca","Valladolid","1ª",1998,22
4,2,"Real Sociedad","Real Madrid","1ª",1998,22
6,1,"Valencia","Rac. Santander","1ª",1998,22
3,1,"Dptivo. Coruña","Barcelona","1ª",1998,22
1,3,"Sporting Gijón","Mallorca","1ª",1998,22
5,1,"Tenerife","Compostela","1ª",1998,22
2,0,"Compostela","Zaragoza","1ª",1998,23
1,1,"Mérida","Espanyol","1ª",1998,23
0,0,"Oviedo","Betis","1ª",1998,23
1,1,"Celta","At. Madrid","1ª",1998,23
1,0,"Ath. Bilbao","Salamanca","1ª",1998,23
0,4,"Valladolid","Real Sociedad","1ª",1998,23
1,2,"Real Madrid","Valencia","1ª",1998,23
0,1,"Rac. Santander","Dptivo. Coruña","1ª",1998,23
2,1,"Barcelona","Sporting Gijón","1ª",1998,23
5,1,"Mallorca","Tenerife","1ª",1998,23
0,1,"Espanyol","Zaragoza","1ª",1998,24
2,1,"Betis","Mérida","1ª",1998,24
4,1,"At. Madrid","Oviedo","1ª",1998,24
0,1,"Salamanca","Celta","1ª",1998,24
1,1,"Real Sociedad","Ath. Bilbao","1ª",1998,24
1,2,"Valencia","Valladolid","1ª",1998,24
2,2,"Dptivo. Coruña","Real Madrid","1ª",1998,24
2,1,"Sporting Gijón","Rac. Santander","1ª",1998,24
1,1,"Tenerife","Barcelona","1ª",1998,24
2,1,"Mallorca","Compostela","1ª",1998,24
1,1,"Compostela","Espanyol","1ª",1998,25
3,1,"Zaragoza","Betis","1ª",1998,25
2,1,"Mérida","At. Madrid","1ª",1998,25
2,0,"Oviedo","Salamanca","1ª",1998,25
2,1,"Celta","Real Sociedad","1ª",1998,25
0,3,"Ath. Bilbao","Valencia","1ª",1998,25
1,0,"Valladolid","Dptivo. Coruña","1ª",1998,25
3,0,"Real Madrid","Sporting Gijón","1ª",1998,25
2,1,"Rac. Santander","Tenerife","1ª",1998,25
0,0,"Barcelona","Mallorca","1ª",1998,25
1,3,"Betis","Espanyol","1ª",1998,26
2,1,"At. Madrid","Zaragoza","1ª",1998,26
3,1,"Salamanca","Mérida","1ª",1998,26
2,2,"Real Sociedad","Oviedo","1ª",1998,26
2,1,"Valencia","Celta","1ª",1998,26
3,0,"Dptivo. Coruña","Ath. Bilbao","1ª",1998,26
1,2,"Sporting Gijón","Valladolid","1ª",1998,26
4,3,"Tenerife","Real Madrid","1ª",1998,26
2,1,"Mallorca","Rac. Santander","1ª",1998,26
2,0,"Barcelona","Compostela","1ª",1998,26
2,3,"Compostela","Betis","1ª",1998,27
2,2,"Espanyol","At. Madrid","1ª",1998,27
1,1,"Zaragoza","Salamanca","1ª",1998,27
3,1,"Mérida","Real Sociedad","1ª",1998,27
0,0,"Oviedo","Valencia","1ª",1998,27
2,1,"Celta","Dptivo. Coruña","1ª",1998,27
2,2,"Ath. Bilbao","Sporting Gijón","1ª",1998,27
2,1,"Valladolid","Tenerife","1ª",1998,27
2,0,"Real Madrid","Mallorca","1ª",1998,27
2,4,"Rac. Santander","Barcelona","1ª",1998,27
0,0,"At. Madrid","Betis","1ª",1998,28
2,1,"Salamanca","Espanyol","1ª",1998,28
0,1,"Real Sociedad","Zaragoza","1ª",1998,28
3,0,"Valencia","Mérida","1ª",1998,28
2,1,"Dptivo. Coruña","Oviedo","1ª",1998,28
0,1,"Sporting Gijón","Celta","1ª",1998,28
0,2,"Tenerife","Ath. Bilbao","1ª",1998,28
1,1,"Mallorca","Valladolid","1ª",1998,28
3,0,"Barcelona","Real Madrid","1ª",1998,28
1,1,"Rac. Santander","Compostela","1ª",1998,28
2,1,"Compostela","At. Madrid","1ª",1998,29
2,1,"Betis","Salamanca","1ª",1998,29
0,3,"Espanyol","Real Sociedad","1ª",1998,29
0,2,"Zaragoza","Valencia","1ª",1998,29
1,0,"Mérida","Dptivo. Coruña","1ª",1998,29
2,1,"Oviedo","Sporting Gijón","1ª",1998,29
0,0,"Celta","Tenerife","1ª",1998,29
3,1,"Ath. Bilbao","Mallorca","1ª",1998,29
1,2,"Valladolid","Barcelona","1ª",1998,29
2,2,"Real Madrid","Rac. Santander","1ª",1998,29
5,4,"Salamanca","At. Madrid","1ª",1998,30
2,0,"Real Sociedad","Betis","1ª",1998,30
0,0,"Valencia","Espanyol","1ª",1998,30
2,1,"Dptivo. Coruña","Zaragoza","1ª",1998,30
0,0,"Sporting Gijón","Mérida","1ª",1998,30
1,0,"Tenerife","Oviedo","1ª",1998,30
4,2,"Mallorca","Celta","1ª",1998,30
4,0,"Barcelona","Ath. Bilbao","1ª",1998,30
1,2,"Rac. Santander","Valladolid","1ª",1998,30
2,1,"Real Madrid","Compostela","1ª",1998,30
2,0,"Compostela","Salamanca","1ª",1998,31
2,2,"At. Madrid","Real Sociedad","1ª",1998,31
1,0,"Betis","Valencia","1ª",1998,31
2,0,"Espanyol","Dptivo. Coruña","1ª",1998,31
0,0,"Zaragoza","Sporting Gijón","1ª",1998,31
1,1,"Mérida","Tenerife","1ª",1998,31
0,1,"Oviedo","Mallorca","1ª",1998,31
3,1,"Celta","Barcelona","1ª",1998,31
4,3,"Ath. Bilbao","Rac. Santander","1ª",1998,31
1,1,"Valladolid","Real Madrid","1ª",1998,31
1,1,"Real Sociedad","Salamanca","1ª",1998,32
4,1,"Valencia","At. Madrid","1ª",1998,32
2,0,"Dptivo. Coruña","Betis","1ª",1998,32
1,0,"Sporting Gijón","Espanyol","1ª",1998,32
0,0,"Tenerife","Zaragoza","1ª",1998,32
1,0,"Mallorca","Mérida","1ª",1998,32
2,1,"Barcelona","Oviedo","1ª",1998,32
2,1,"Rac. Santander","Celta","1ª",1998,32
0,0,"Real Madrid","Ath. Bilbao","1ª",1998,32
4,1,"Valladolid","Compostela","1ª",1998,32
1,3,"Compostela","Real Sociedad","1ª",1998,33
6,0,"Salamanca","Valencia","1ª",1998,33
3,0,"At. Madrid","Dptivo. Coruña","1ª",1998,33
2,1,"Betis","Sporting Gijón","1ª",1998,33
2,0,"Espanyol","Tenerife","1ª",1998,33
2,3,"Zaragoza","Mallorca","1ª",1998,33
1,2,"Mérida","Barcelona","1ª",1998,33
0,1,"Oviedo","Rac. Santander","1ª",1998,33
2,1,"Celta","Real Madrid","1ª",1998,33
2,0,"Ath. Bilbao","Valladolid","1ª",1998,33
3,2,"Valencia","Real Sociedad","1ª",1998,34
1,0,"Dptivo. Coruña","Salamanca","1ª",1998,34
2,3,"Sporting Gijón","At. Madrid","1ª",1998,34
3,1,"Tenerife","Betis","1ª",1998,34
2,2,"Mallorca","Espanyol","1ª",1998,34
1,0,"Barcelona","Zaragoza","1ª",1998,34
2,0,"Rac. Santander","Mérida","1ª",1998,34
5,1,"Real Madrid","Oviedo","1ª",1998,34
0,0,"Valladolid","Celta","1ª",1998,34
2,0,"Ath. Bilbao","Compostela","1ª",1998,34
3,1,"Compostela","Valencia","1ª",1998,35
1,1,"Real Sociedad","Dptivo. Coruña","1ª",1998,35
4,0,"Salamanca","Sporting Gijón","1ª",1998,35
2,2,"At. Madrid","Tenerife","1ª",1998,35
2,1,"Betis","Mallorca","1ª",1998,35
1,1,"Espanyol","Barcelona","1ª",1998,35
2,0,"Zaragoza","Rac. Santander","1ª",1998,35
2,2,"Mérida","Real Madrid","1ª",1998,35
0,1,"Oviedo","Valladolid","1ª",1998,35
1,1,"Celta","Ath. Bilbao","1ª",1998,35
1,2,"Dptivo. Coruña","Valencia","1ª",1998,36
0,2,"Sporting Gijón","Real Sociedad","1ª",1998,36
2,0,"Tenerife","Salamanca","1ª",1998,36
2,1,"Mallorca","At. Madrid","1ª",1998,36
1,3,"Barcelona","Betis","1ª",1998,36
1,1,"Rac. Santander","Espanyol","1ª",1998,36
0,2,"Real Madrid","Zaragoza","1ª",1998,36
0,0,"Valladolid","Mérida","1ª",1998,36
3,0,"Ath. Bilbao","Oviedo","1ª",1998,36
3,3,"Celta","Compostela","1ª",1998,36
2,6,"Dptivo. Coruña","Compostela","1ª",1998,37
2,2,"Valencia","Sporting Gijón","1ª",1998,37
1,1,"Real Sociedad","Tenerife","1ª",1998,37
1,1,"Salamanca","Mallorca","1ª",1998,37
5,2,"At. Madrid","Barcelona","1ª",1998,37
0,2,"Betis","Rac. Santander","1ª",1998,37
1,0,"Espanyol","Real Madrid","1ª",1998,37
0,0,"Zaragoza","Valladolid","1ª",1998,37
0,0,"Mérida","Ath. Bilbao","1ª",1998,37
3,1,"Oviedo","Celta","1ª",1998,37
0,3,"Sporting Gijón","Dptivo. Coruña","1ª",1998,38
3,2,"Tenerife","Valencia","1ª",1998,38
0,1,"Mallorca","Real Sociedad","1ª",1998,38
1,4,"Barcelona","Salamanca","1ª",1998,38
0,1,"Rac. Santander","At. Madrid","1ª",1998,38
1,0,"Real Madrid","Betis","1ª",1998,38
0,0,"Valladolid","Espanyol","1ª",1998,38
1,0,"Ath. Bilbao","Zaragoza","1ª",1998,38
2,0,"Celta","Mérida","1ª",1998,38
1,0,"Compostela","Oviedo","1ª",1998,38
0,0,"Hércules","Rayo Vallecano","2ª",1998,1
0,1,"Osasuna","Villarreal","2ª",1998,1
0,1,"Levante","Toledo","2ª",1998,1
5,1,"Alavés","Albacete","2ª",1998,1
1,0,"Leganés","Éibar","2ª",1998,1
1,1,"At. Madrid B","Las Palmas","2ª",1998,1
5,1,"Sevilla","Lleida","2ª",1998,1
0,1,"Logroñés","Ourense","2ª",1998,1
1,1,"Badajoz","Jaén","2ª",1998,1
1,0,"Extremadura","Xerez","2ª",1998,1
2,1,"Numancia","Elche","2ª",1998,1
2,0,"Rayo Vallecano","Numancia","2ª",1998,2
2,1,"Villarreal","Hércules","2ª",1998,2
1,0,"Toledo","Osasuna","2ª",1998,2
3,0,"Albacete","Levante","2ª",1998,2
2,1,"Éibar","Alavés","2ª",1998,2
1,1,"Las Palmas","Leganés","2ª",1998,2
0,2,"Lleida","At. Madrid B","2ª",1998,2
0,1,"Ourense","Sevilla","2ª",1998,2
1,1,"Jaén","Logroñés","2ª",1998,2
0,0,"Xerez","Badajoz","2ª",1998,2
0,1,"Elche","Extremadura","2ª",1998,2
5,0,"Rayo Vallecano","Villarreal","2ª",1998,3
4,1,"Hércules","Toledo","2ª",1998,3
0,0,"Osasuna","Albacete","2ª",1998,3
1,2,"Levante","Éibar","2ª",1998,3
1,1,"Alavés","Las Palmas","2ª",1998,3
0,0,"Leganés","Lleida","2ª",1998,3
1,0,"At. Madrid B","Ourense","2ª",1998,3
4,0,"Sevilla","Jaén","2ª",1998,3
0,0,"Logroñés","Xerez","2ª",1998,3
5,0,"Badajoz","Elche","2ª",1998,3
0,3,"Numancia","Extremadura","2ª",1998,3
0,1,"Villarreal","Numancia","2ª",1998,4
1,1,"Toledo","Rayo Vallecano","2ª",1998,4
1,0,"Albacete","Hércules","2ª",1998,4
0,1,"Éibar","Osasuna","2ª",1998,4
1,2,"Las Palmas","Levante","2ª",1998,4
1,2,"Lleida","Alavés","2ª",1998,4
4,0,"Ourense","Leganés","2ª",1998,4
1,1,"Jaén","At. Madrid B","2ª",1998,4
1,0,"Xerez","Sevilla","2ª",1998,4
5,0,"Elche","Logroñés","2ª",1998,4
0,0,"Extremadura","Badajoz","2ª",1998,4
1,1,"Villarreal","Toledo","2ª",1998,5
0,0,"Rayo Vallecano","Albacete","2ª",1998,5
0,0,"Hércules","Éibar","2ª",1998,5
3,1,"Osasuna","Las Palmas","2ª",1998,5
1,1,"Levante","Lleida","2ª",1998,5
0,1,"Alavés","Ourense","2ª",1998,5
2,1,"Leganés","Jaén","2ª",1998,5
2,0,"At. Madrid B","Xerez","2ª",1998,5
0,0,"Sevilla","Elche","2ª",1998,5
1,1,"Logroñés","Extremadura","2ª",1998,5
0,0,"Numancia","Badajoz","2ª",1998,5
1,1,"Toledo","Numancia","2ª",1998,6
1,1,"Albacete","Villarreal","2ª",1998,6
0,1,"Éibar","Rayo Vallecano","2ª",1998,6
3,2,"Las Palmas","Hércules","2ª",1998,6
2,1,"Lleida","Osasuna","2ª",1998,6
2,0,"Ourense","Levante","2ª",1998,6
0,0,"Jaén","Alavés","2ª",1998,6
3,0,"Xerez","Leganés","2ª",1998,6
3,1,"Elche","At. Madrid B","2ª",1998,6
3,0,"Extremadura","Sevilla","2ª",1998,6
0,0,"Badajoz","Logroñés","2ª",1998,6
2,2,"Toledo","Albacete","2ª",1998,7
1,0,"Villarreal","Éibar","2ª",1998,7
3,3,"Rayo Vallecano","Las Palmas","2ª",1998,7
4,3,"Hércules","Lleida","2ª",1998,7
1,1,"Osasuna","Ourense","2ª",1998,7
2,0,"Levante","Jaén","2ª",1998,7
1,0,"Alavés","Xerez","2ª",1998,7
1,0,"Leganés","Elche","2ª",1998,7
3,1,"At. Madrid B","Extremadura","2ª",1998,7
1,1,"Sevilla","Badajoz","2ª",1998,7
1,0,"Numancia","Logroñés","2ª",1998,7
2,0,"Albacete","Numancia","2ª",1998,8
3,3,"Éibar","Toledo","2ª",1998,8
0,0,"Las Palmas","Villarreal","2ª",1998,8
3,1,"Lleida","Rayo Vallecano","2ª",1998,8
2,0,"Ourense","Hércules","2ª",1998,8
1,1,"Jaén","Osasuna","2ª",1998,8
4,1,"Xerez","Levante","2ª",1998,8
0,1,"Elche","Alavés","2ª",1998,8
0,0,"Extremadura","Leganés","2ª",1998,8
1,1,"Badajoz","At. Madrid B","2ª",1998,8
2,2,"Logroñés","Sevilla","2ª",1998,8
1,1,"Albacete","Éibar","2ª",1998,9
2,2,"Toledo","Las Palmas","2ª",1998,9
0,0,"Villarreal","Lleida","2ª",1998,9
0,0,"Rayo Vallecano","Ourense","2ª",1998,9
1,0,"Hércules","Jaén","2ª",1998,9
2,0,"Osasuna","Xerez","2ª",1998,9
3,3,"Levante","Elche","2ª",1998,9
0,1,"Alavés","Extremadura","2ª",1998,9
1,1,"Leganés","Badajoz","2ª",1998,9
1,1,"At. Madrid B","Logroñés","2ª",1998,9
1,1,"Numancia","Sevilla","2ª",1998,9
1,0,"Éibar","Numancia","2ª",1998,10
3,2,"Las Palmas","Albacete","2ª",1998,10
2,1,"Lleida","Toledo","2ª",1998,10
0,0,"Ourense","Villarreal","2ª",1998,10
0,1,"Jaén","Rayo Vallecano","2ª",1998,10
0,0,"Xerez","Hércules","2ª",1998,10
2,0,"Elche","Osasuna","2ª",1998,10
1,0,"Extremadura","Levante","2ª",1998,10
0,0,"Badajoz","Alavés","2ª",1998,10
2,0,"Logroñés","Leganés","2ª",1998,10
1,3,"Sevilla","At. Madrid B","2ª",1998,10
0,0,"Éibar","Las Palmas","2ª",1998,11
0,1,"Albacete","Lleida","2ª",1998,11
0,1,"Toledo","Ourense","2ª",1998,11
1,1,"Villarreal","Jaén","2ª",1998,11
0,0,"Rayo Vallecano","Xerez","2ª",1998,11
2,1,"Hércules","Elche","2ª",1998,11
2,1,"Osasuna","Extremadura","2ª",1998,11
1,1,"Levante","Badajoz","2ª",1998,11
2,0,"Alavés","Logroñés","2ª",1998,11
1,0,"Leganés","Sevilla","2ª",1998,11
0,0,"Numancia","At. Madrid B","2ª",1998,11
5,1,"Las Palmas","Numancia","2ª",1998,12
1,1,"Lleida","Éibar","2ª",1998,12
2,2,"Ourense","Albacete","2ª",1998,12
3,1,"Jaén","Toledo","2ª",1998,12
1,1,"Xerez","Villarreal","2ª",1998,12
2,1,"Elche","Rayo Vallecano","2ª",1998,12
1,1,"Extremadura","Hércules","2ª",1998,12
2,1,"Badajoz","Osasuna","2ª",1998,12
0,0,"Logroñés","Levante","2ª",1998,12
1,0,"Sevilla","Alavés","2ª",1998,12
1,1,"At. Madrid B","Leganés","2ª",1998,12
0,0,"Las Palmas","Lleida","2ª",1998,13
3,0,"Éibar","Ourense","2ª",1998,13
2,2,"Albacete","Jaén","2ª",1998,13
0,0,"Toledo","Xerez","2ª",1998,13
1,1,"Villarreal","Elche","2ª",1998,13
5,2,"Rayo Vallecano","Extremadura","2ª",1998,13
3,1,"Hércules","Badajoz","2ª",1998,13
1,0,"Osasuna","Logroñés","2ª",1998,13
0,0,"Levante","Sevilla","2ª",1998,13
2,1,"Alavés","At. Madrid B","2ª",1998,13
1,1,"Numancia","Leganés","2ª",1998,13
3,0,"Lleida","Numancia","2ª",1998,14
1,1,"Ourense","Las Palmas","2ª",1998,14
0,1,"Jaén","Éibar","2ª",1998,14
0,1,"Xerez","Albacete","2ª",1998,14
1,1,"Elche","Toledo","2ª",1998,14
0,0,"Extremadura","Villarreal","2ª",1998,14
1,3,"Badajoz","Rayo Vallecano","2ª",1998,14
0,1,"Logroñés","Hércules","2ª",1998,14
2,0,"Sevilla","Osasuna","2ª",1998,14
3,1,"At. Madrid B","Levante","2ª",1998,14
1,2,"Leganés","Alavés","2ª",1998,14
2,1,"Lleida","Ourense","2ª",1998,15
3,0,"Las Palmas","Jaén","2ª",1998,15
3,0,"Éibar","Xerez","2ª",1998,15
2,0,"Albacete","Elche","2ª",1998,15
0,1,"Toledo","Extremadura","2ª",1998,15
1,0,"Villarreal","Badajoz","2ª",1998,15
2,1,"Rayo Vallecano","Logroñés","2ª",1998,15
1,0,"Hércules","Sevilla","2ª",1998,15
3,0,"Osasuna","At. Madrid B","2ª",1998,15
0,1,"Levante","Leganés","2ª",1998,15
0,2,"Numancia","Alavés","2ª",1998,15
1,1,"Ourense","Numancia","2ª",1998,16
1,2,"Jaén","Lleida","2ª",1998,16
0,3,"Xerez","Las Palmas","2ª",1998,16
0,4,"Elche","Éibar","2ª",1998,16
2,0,"Extremadura","Albacete","2ª",1998,16
0,1,"Badajoz","Toledo","2ª",1998,16
3,1,"Logroñés","Villarreal","2ª",1998,16
3,2,"Sevilla","Rayo Vallecano","2ª",1998,16
3,1,"At. Madrid B","Hércules","2ª",1998,16
0,0,"Leganés","Osasuna","2ª",1998,16
1,0,"Alavés","Levante","2ª",1998,16
1,1,"Ourense","Jaén","2ª",1998,17
2,0,"Lleida","Xerez","2ª",1998,17
4,3,"Las Palmas","Elche","2ª",1998,17
0,0,"Éibar","Extremadura","2ª",1998,17
1,2,"Albacete","Badajoz","2ª",1998,17
0,0,"Toledo","Logroñés","2ª",1998,17
3,0,"Villarreal","Sevilla","2ª",1998,17
1,0,"Rayo Vallecano","At. Madrid B","2ª",1998,17
1,3,"Hércules","Leganés","2ª",1998,17
0,1,"Osasuna","Alavés","2ª",1998,17
3,1,"Numancia","Levante","2ª",1998,17
1,0,"Jaén","Numancia","2ª",1998,18
0,1,"Xerez","Ourense","2ª",1998,18
0,0,"Elche","Lleida","2ª",1998,18
1,1,"Extremadura","Las Palmas","2ª",1998,18
1,0,"Badajoz","Éibar","2ª",1998,18
1,2,"Logroñés","Albacete","2ª",1998,18
2,0,"Sevilla","Toledo","2ª",1998,18
1,1,"At. Madrid B","Villarreal","2ª",1998,18
0,1,"Leganés","Rayo Vallecano","2ª",1998,18
1,2,"Alavés","Hércules","2ª",1998,18
0,2,"Levante","Osasuna","2ª",1998,18
1,1,"Jaén","Xerez","2ª",1998,19
2,1,"Ourense","Elche","2ª",1998,19
2,0,"Lleida","Extremadura","2ª",1998,19
2,0,"Las Palmas","Badajoz","2ª",1998,19
2,1,"Éibar","Logroñés","2ª",1998,19
1,0,"Albacete","Sevilla","2ª",1998,19
0,1,"Toledo","At. Madrid B","2ª",1998,19
3,1,"Villarreal","Leganés","2ª",1998,19
0,0,"Rayo Vallecano","Alavés","2ª",1998,19
1,1,"Hércules","Levante","2ª",1998,19
0,0,"Numancia","Osasuna","2ª",1998,19
1,1,"Numancia","Xerez","2ª",1998,20
1,0,"Elche","Jaén","2ª",1998,20
3,1,"Extremadura","Ourense","2ª",1998,20
1,0,"Badajoz","Lleida","2ª",1998,20
0,1,"Logroñés","Las Palmas","2ª",1998,20
1,1,"Sevilla","Éibar","2ª",1998,20
2,0,"At. Madrid B","Albacete","2ª",1998,20
3,1,"Leganés","Toledo","2ª",1998,20
5,1,"Alavés","Villarreal","2ª",1998,20
1,0,"Levante","Rayo Vallecano","2ª",1998,20
2,1,"Osasuna","Hércules","2ª",1998,20
1,1,"Xerez","Elche","2ª",1998,21
2,4,"Jaén","Extremadura","2ª",1998,21
0,3,"Ourense","Badajoz","2ª",1998,21
0,0,"Lleida","Logroñés","2ª",1998,21
1,1,"Las Palmas","Sevilla","2ª",1998,21
1,0,"Éibar","At. Madrid B","2ª",1998,21
0,2,"Albacete","Leganés","2ª",1998,21
0,0,"Toledo","Alavés","2ª",1998,21
3,2,"Villarreal","Levante","2ª",1998,21
0,1,"Rayo Vallecano","Osasuna","2ª",1998,21
0,1,"Hércules","Numancia","2ª",1998,21
0,0,"Rayo Vallecano","Hércules","2ª",1998,22
1,0,"Villarreal","Osasuna","2ª",1998,22
1,0,"Toledo","Levante","2ª",1998,22
1,1,"Albacete","Alavés","2ª",1998,22
0,0,"Éibar","Leganés","2ª",1998,22
3,3,"Las Palmas","At. Madrid B","2ª",1998,22
3,0,"Lleida","Sevilla","2ª",1998,22
0,0,"Ourense","Logroñés","2ª",1998,22
2,1,"Jaén","Badajoz","2ª",1998,22
1,3,"Xerez","Extremadura","2ª",1998,22
3,0,"Elche","Numancia","2ª",1998,22
0,1,"Numancia","Rayo Vallecano","2ª",1998,23
2,1,"Hércules","Villarreal","2ª",1998,23
1,1,"Osasuna","Toledo","2ª",1998,23
1,3,"Levante","Albacete","2ª",1998,23
1,0,"Alavés","Éibar","2ª",1998,23
0,0,"Leganés","Las Palmas","2ª",1998,23
3,1,"At. Madrid B","Lleida","2ª",1998,23
1,0,"Sevilla","Ourense","2ª",1998,23
1,2,"Logroñés","Jaén","2ª",1998,23
0,0,"Badajoz","Xerez","2ª",1998,23
3,2,"Extremadura","Elche","2ª",1998,23
3,0,"Villarreal","Rayo Vallecano","2ª",1998,24
1,1,"Toledo","Hércules","2ª",1998,24
2,1,"Albacete","Osasuna","2ª",1998,24
1,1,"Éibar","Levante","2ª",1998,24
4,0,"Las Palmas","Alavés","2ª",1998,24
0,2,"Lleida","Leganés","2ª",1998,24
3,4,"Ourense","At. Madrid B","2ª",1998,24
1,0,"Jaén","Sevilla","2ª",1998,24
0,0,"Xerez","Logroñés","2ª",1998,24
0,1,"Elche","Badajoz","2ª",1998,24
0,0,"Extremadura","Numancia","2ª",1998,24
1,2,"Numancia","Villarreal","2ª",1998,25
2,1,"Rayo Vallecano","Toledo","2ª",1998,25
3,1,"Hércules","Albacete","2ª",1998,25
1,1,"Osasuna","Éibar","2ª",1998,25
0,2,"Levante","Las Palmas","2ª",1998,25
2,1,"Alavés","Lleida","2ª",1998,25
1,2,"Leganés","Ourense","2ª",1998,25
1,1,"At. Madrid B","Jaén","2ª",1998,25
2,0,"Sevilla","Xerez","2ª",1998,25
0,1,"Logroñés","Elche","2ª",1998,25
2,0,"Badajoz","Extremadura","2ª",1998,25
2,1,"Toledo","Villarreal","2ª",1998,26
0,1,"Albacete","Rayo Vallecano","2ª",1998,26
0,1,"Éibar","Hércules","2ª",1998,26
3,0,"Las Palmas","Osasuna","2ª",1998,26
0,3,"Lleida","Levante","2ª",1998,26
0,0,"Ourense","Alavés","2ª",1998,26
1,2,"Jaén","Leganés","2ª",1998,26
2,1,"Xerez","At. Madrid B","2ª",1998,26
0,2,"Elche","Sevilla","2ª",1998,26
